username,tweet_datetime,text,link
2022262995410440681,2026-02-13T10:54:04.000Z,"성실하게 빚을 갚았음에도 연체 기록이 남아 신용점수가 낮은 상태가 장기간 유지되면서 대출·카드 발급 등 정상적인 금융활동에 제약 받은이들에게 재기의 기회를 주겠다는 취지다

“이번 신용회복은 200점대에 머물러 있던 나의 인생을 900점대의 삶으로 끌어올려 준 전환점이었다”",https://twitter.com/Jaem__Jaem/status/2022262995410440681
2023196658583093341,2026-02-16T00:44:07.000Z,"<역대 기록을 경신중인 과학기술정보통신부 정책성과>

설명절을 맞아 과기정통부의 그간 정책 성과를 정리해봅니다. 첫번째 성과로는 예산 삭감으로 무너진 R&D 생태계 완벽 복원입니다.
 
역대 최대 규모인 35.5조원의 R&D 예산 편성으로 과학기술 강국의 토대를 다시 다질 수 있었습니다. 또한 연구현장의 오랜 숙원이었던 예타 폐지 그리고 출연연의 PBS(연구과제 중심 운영제도) 단계적 폐지를 통해 R&D 생태계의 체질을 근본적으로 변화시켜 가고 있습니다.

두번째로 AI 3대 강국 기반 마련입니다. 

민관이 뜻을 모아 GPU 26만장을 확보하기로 하였고 이는 AI 연구개발, AI 데이터센터 설립 등을 가속화 하고 있고 GPU의 핵심인 메모리 반도체 호황으로 코스피 5,000 달성과 AI 모델과 서비스 확산으로 NPU 등 국내 AI칩 활성화에도 기여하고 있습니다.

불과 2년전 미국 AI연구기관 에포크AI에 등재된 대한민국의 ‘주목할만한 AI'는 한개도 없었고 1년전에는 단 한개의 등재만 있었습니다. 그러나 독자AI파운데이션모델(독파모) 성과로 5개의 모델이 등재되었고 제가 기업에 있었을때 등재시킨 3개의 모델까지 합하면 대한민국은 총 8개의 역대 최다 ‘주목할만한 AI'를 확보하게 됩니다.

그리고 AI를 안전하고 신뢰할 수 있게 만들고 산업을 육성하기 위한 'AI 기본법’과 AI/디지털의 발전으로 어르신, 장애인, 디지털 약자 등 소외 계층이 생기지 않도록 하는 ‘디지털포용법’ 시행을 통해 국민 누구나 AI의 혜택을 골고루 누릴 수 있는 AI 기본사회를 만들어가겠습니다.

세번째로 국가 경제 성장에 기여입니다.

2026년 ICT 수출 역대 최고치 경신입니다. 2026년 1월은 역대 1월중 최고 실적인, 수출 290.5억 달러로 작년 동월 대비 78.5%로 사상 최고 증가율을 기록하였으며 이는 전체 수출에서 ICT 수출이 44.1%를 차지하며 국가 경제 성장의 핵심 동력임을 입증했습니다. 또한 올해 제약 바이오 업계 기술 수출도 20조원으로 전년 대비 150%를 달성했습니다.

이 밖에도 누리호 4차 발사 완벽한 성공 등 좋은 소식들이 가득했습니다. 2026년에는 더 좋은 성과로 국민들의 삶을 더욱 풍요롭게 만들 수 있도록 최선을 다하겠습니다. 

새해 복 많이 받이 받으세요.",https://twitter.com/msitminister/status/2023196658583093341
2023074840153092332,2026-02-15T16:40:03.000Z,"<집은 투자수단일 수도 있지만, 기본적으로 주거수단입니다. 누군가 돈을 벌기위해 살지도 않을 집을 사 모으는 바람에 주거용 집이 부족해 집을 못사고 집값, 전월세값이 비상식적으로 올라 혼인 출생 거부, 산업의 국제경쟁력 저하, 잃어버린 30년 추락 위험 등 온갖 사회문제를 야기한다면, 투자 투기용 다주택을  불법이거나 심각하게 부도덕한 일이라고 비방할 수 없을지는 몰라도 최소한 찬양하고 권장할 일이 못되는 것은 분명합니다.

긍정적 효과보다 부정적 효과가 큰 것은 분명한만큼 국가정책으로 세제, 금융, 규제 등에서 다주택자들에게 부여한 부당한 특혜는 회수해야할 뿐 아니라, 다주택보유로 만들어진 사회문제에 대해 일정정도 책임과 부담을 지우는 게 공정하고 상식에 부합합니다.

정치란 국민들간의 이해관계를 조정해 가며 국민 다수의 최대행복을 위해 누가 더 잘하나를 겨루어 국민으로부터 나라살림을 맡을 권력을 위임받는 것입니다. 

정치에서는 이해관계와 의견 조정을 위한 숙의를 하고 소수 의견을 존중하되 소수독재로 전락하지 않도록 주의해야 하고, 논쟁의 출발점은 언제나 진실(팩트)과 합리성이어야 합니다. 국민들은 웬만한 정치평론가를 뛰어넘는 집단지성체임을 잊지 말아야 합니다.

국민의힘은 작은 땅덩이에 수도권 집중까지 겹쳐 부동산 투기 요인이 많은 대한민국에서 소수의 투자투기용 다주택 보유를 바람직하다고 생각하는 걸까요? 설마 그 정도로 상식이 없지는 않을 겁니다. 

폐해가 큰 다주택에 대한 특혜의 부당함, 특혜 폐지는 물론 규제 강화의 필요성을 모를 리 없는 국민의힘이 무주택 서민과 청년들의 주거안정, 망국적 부동산 투기 근절을 위한 다주택 억제정책에 납득하기 어려운 이유를 들어 시비에 가까운 비난을 하니 참으로 안타깝습니다. 

일각에서 다주택이 임대물건을 공급하는데 다주택 매도로 임대가  줄면 전세 월세가 오르니 다주택을 권장 보호하고 세제 금융 등의 혜택까지 주어야 한다고 주장합니다.

우선 다주택이 줄어들면 그만큼 무주택자 즉 임대 수요가 줄어드니 이 주장은 무리하고, 주택임대는 주거문제의 국가적 중대성과 공공성을 고려하여 가급적 공공에서 맡는 것이 바람직할 것입니다.

장동혁대표께서 청와대여 오시면 조용히 여쭤보고 싶었던 게 있었는데, 이번 기회에 여쭙겠습니다.

""국민의힘은 다주택자를 규제하면 안되고, 이들을 보호하며 기존의 금융 세제 등 특혜를 유지해야 한다고 보십니까?"">

野 ""李대통령 분당아파트 팔고 주식사라"" 與 ""장동혁 주택 6채""",https://twitter.com/Jaemyung_Lee/status/2023074840153092332
2022618586947424686,2026-02-14T10:27:04.000Z,"<다주택은 양도세 중과세 유예를 더 이상 안하겠다고 했고, 그러면 안 팔고 버틴다기에 버티는 비용이 더 클 것인데도 그럴 수 있겠냐고 경고하며 세금이나 금융, 규제등에서 비정상적 특혜를 걷어내고 앞으로 부동산 시장은 실거주용 중심으로 정상화될 것이니 과거의 잘못된 정책으로 불로소득 쉽게 얻던 추억은 버리시고 냉정한 현실에 적응하시라고 국민들께 알려 드렸습니다. 

명시적으로 다주택을 팔아라 말아라 한 것은 아니지만 다주택 유지가 손해 될 것임을 엄중히 경고하였으니 매각 권고 효과가 당연히 있고, 다주택자는 압박을 느끼며 그걸 강요라고 표현할 수도 있지요. 그러나 저는 팔아라는 직설적 요구나 강요는 반감을 사기 때문에 파는 것이 이익인 상황을 만들고 이를 알려 매각을 유도했을 뿐입니다. 

'다주택을 팔라'고 직설적으로 날을 세운 적도 없고, 매각을 강요한 적도 없으며 그럴 생각도 없습니다. 
저는 정치를 하면서도 저를 지지하는 것이 유권자에게 유리한 객곽적 상황을 만들고 이를 알리는데 주력했지만 직설적으로 저를 찍어달라 이런 표현은 거의 하지 않습니다.

권고냐 강요냐는 말하는 측과 듣는 측에 따라 다른 동전의 양면 같은 것인데, 언론이 동일한 상황에 대한 다른 표현을 가지고 대통령이 다주택 팔라고 날 세우다가 ""돌연"" 강요 아니라고 말을 바꿨다고 비난하니 쉽게 납득이 되지 않습니다. 

이전에 정부가 부동산 시장 정상화를 시도하면 정록직필해야 할 일부 언론들이 벌떼처럼 들고 일어나 왜곡조작 보도 일삼으며 부동산 투기세력과 결탁해 그들의 입장을 옹호하고 정부정책을 집중 공격하여 부동산투기 억제 정책을 수십년간 무산시켜 왔습니다. 

그 결과 부동산이 나라의 부를 편중시키며 무주택 서민과 청년들의 희망을 빼앗고 주택문제가 결혼 출산포기의 가장 큰 원인이 되었습니다. 저출생으로 대한민국이 전세계에서 가장 먼저 사라지게 생겼습니다. 

수십년간 여론조작과 토목 건설 부동산 투기로 나라를 잃어버린 30년의 위험한 구렁텅이 직전까지 밀어넣으며 그 정도 부와 권력을 차지했으면 이제 그만할 때도 되었습니다.

여전히 부동산 투기 부추기며 나라를 망국적 부동산 불로소득 공화국으로 밀어넣는 일부 세력과 집단들도 이제 일정한 책임을 져야 한다는 의견도 충분히 경청할 만 합니다.>

'다주택 팔라' 날 세우더니…""강요 아냐"" 이 대통령 돌연 SNS | 다음 - SBS",https://twitter.com/Jaemyung_Lee/status/2022618586947424686
2022474038556397745,2026-02-14T00:52:41.000Z,"<저는 부동산 시장 정상화를 추구할 뿐, 집을 팔라고 강요하지 않습니다. 부동산 투자ㆍ투기에 주어진 부당한 특혜를 회수하고, 상응하는 부담을 하게 하려는 것입니다. 

자가 주거용 주택소유자는 철저히 보호하되, 살지도 않는 투자ㆍ투기용 주택이나 다주택 보유자는 무주택자인 청년과 서민들에게 피해를 입히니 그에 상응한 책임과 부담을 지는 것이 공정합니다. 

정당한 투자수익을 초과하여 과도한 불로소득을 노리는 다주택자, 살지도 않는 투자ㆍ투기용 주택 소유자들이 가진 특혜를 회수하고 세제, 금융, 규제, 공급 등에서 상응하는 부담과 책임을 강화하여 부동산 시장을 선진국들처럼 정상화 하자는 것입니다. 

정상화된 부동산 체제에서 경제적 손실을 감수하며 집을 소장품이나 과시용으로 여러채 소유해도 괞찮습니다. 

손실을 감수하며 공동체를 위해 경제적 부담을 기꺼이 하겠다는 걸 왜 말리겠습니까. 일부 국가는 사회주의체제가 아니면서도 거주용 외 일정수 이상의 주택보유를 금지하기도 하지만, 그렇게까지 할 필요는 없다고 생각합니다. 

강요하지 않습니다.
집은 투자ㆍ투기용보다 주거용으로 사용하는 것이 바람직하니, 그 반대의 선택은 손실이되도록 법과 제도를 정비할 뿐이지요.
손해를 감수할 지, 더 나은 선택을 할지는 각자의 자유입니다.

사족으로, 저는 1주택입니다. 
직장때문에 일시 거주하지 못하지만 퇴직후 돌아갈 집이라 주거용입니다. 대통령 관저는 제 개인 소유가 아니니 저를 다주택자 취급하지는 말아주시기 바랍니다. 다주택 매각권유는 살 집까지 다 팔아 무주택 되라는 말이 아니니 ""너는 왜 집을 팔지 않느냐"", ""네가 팔면 나도 팔겠다""는 다주택자의 비난은 사양합니다.>

장동혁 ""李대통령 한밤중 다주택자에 사자후…부동산 겁박 멈추라""",https://twitter.com/Jaemyung_Lee/status/2022474038556397745
2022327612111274349,2026-02-13T15:10:50.000Z,"황당한 증거조작이지요. 
무수히 많은 사례중 하나일뿐입니다.",https://twitter.com/Jaemyung_Lee/status/2022327612111274349
2022267805773799880,2026-02-13T11:13:11.000Z,"오늘 백령도 해병대 연평부대를 방문해 해병대 준4군체제 승격을 축하하고 전방에서 고생하는 해병들 위문하러 가기로 했는데 기상악화로 헬기가 뜰수 없어 못갔습니다.

저는 못가도 치킨은 간 모양입니다. 

자랑스런 대한민국 장병 여러분 건강하시고 새해 복 많이 받으시기 바랍니다.",https://twitter.com/Jaemyung_Lee/status/2022267805773799880
2022279635996905490,2026-02-13T12:00:12.000Z,백령도가 아니라 연평도라고 하네요,https://twitter.com/Jaemyung_Lee/status/2022279635996905490
2022179963689218204,2026-02-13T05:24:08.000Z,"부총리님 중기부장관님 하GPT 산자부장관님, 기업에서 오신분들이 확실히 열심히하고 과함이 없고 성과를 내내요. 다들 전문분야 확실하고 바닥에서부터 올라간 분들이라 더더욱  대통령님 인사 정말 잘하셨어요. 칭찬 많이 해주세요~",https://twitter.com/sorryjamjam/status/2022179963689218204
2022103757706997964,2026-02-13T00:21:19.000Z,"설 명절을 앞두고 남대문시장을 찾아 차례상 물가를 살피고 상인·시민들의 목소리를 들었습니다. 청년자문단과 갈치골목에서 저녁을 함께하며 청년 세대의 고민을 나눴습니다. 모두 따뜻하고 평안한 설 명절 보내시기 바랍니다. 
https://
facebook.com/share/p/18CGXP
YamR/
…",https://twitter.com/MinisterofMOTIR/status/2022103757706997964
